State,County,Year,Poverty_Rate,Median_Household_Income,Total_Population,Pct_Employed_Management,Pct_Employed_Service,Pct_Employed_Sales,Pct_Employed_Construction,Pct_Employed_Production,Center_Care_Medium_Price_Infant,Family_Care_Medium_Price_Infant,Family_Care_to_Center_Care_Discount%,Center_Care_Price_Quartile,Family_Care_Price_Quartile
Kansas,Sherman County,2017,16.5,52030,5999,37.8,12.5,24.8,14.7,10.2,109.6,92.4,0.1569,Q1 (Low Cost),Q1 (Low Cost)
Illinois,Boone County,2009,9.8,59202,52400,26.4,11.3,25.8,11.2,25.2,199.28,122.5,0.3853,Q4 (High Cost),Q3
Louisiana,East Baton Rouge Parish,2016,19.5,49942,445337,37.8,19.2,24.2,8.3,10.4,148.33,114.27,0.2296,Q3,Q3
Georgia,Sumter County,2021,24.2,36687,29690,32.7,16.0,23.1,10.3,17.9,106.25,100.0,0.0588,Q1 (Low Cost),Q2
Maryland,Worcester County,2016,10.2,57227,51441,35.3,22.4,26.1,8.9,7.3,149.93,121.61,0.1889,Q3,Q3
Alabama,Madison County,2009,11.3,54979,314047,44.0,13.9,24.1,7.3,10.8,109.28,95.1,0.1298,Q1 (Low Cost),Q2
Illinois,Rock Island County,2017,14.6,51426,146205,29.5,19.5,23.0,8.5,19.5,233.75,153.93,0.3415,Q4 (High Cost),Q4 (High Cost)
Minnesota,Wadena County,2019,14.3,46605,13654,27.0,17.8,17.7,15.1,22.4,175.0,118.33,0.3238,Q3,Q3
Ohio,Greene County,2012,13.4,57992,161936,42.8,17.0,23.5,6.1,10.5,192.51,115.04,0.4024,Q4 (High Cost),Q3
Michigan,Gladwin County,2020,15.1,45957,25312,27.8,15.2,20.5,13.3,23.1,140.0,140.0,0.0,Q2,Q3
South Carolina,McCormick County,2020,15.3,47402,9495,32.9,19.2,16.9,8.7,22.4,116.33,116.33,0.0,Q2,Q3
Ohio,Lorain County,2011,13.6,52194,300491,32.3,18.1,24.3,8.1,17.2,225.25,160.19,0.2888,Q4 (High Cost),Q4 (High Cost)
Texas,Karnes County,2022,21.0,57798,14805,26.9,26.2,22.4,15.5,9.0,171.0,154.0,0.0994,Q3,Q4 (High Cost)
Virginia,Nelson County,2011,11.4,47426,15049,36.1,19.4,21.2,12.8,10.5,140.0,110.0,0.2143,Q2,Q2
North Dakota,Adams County,2015,9.6,52118,2341,44.3,11.5,16.0,19.0,9.2,126.58,90.91,0.2818,Q2,Q1 (Low Cost)
Georgia,Wayne County,2021,18.8,45115,30118,25.0,21.2,18.0,15.6,20.1,106.25,100.0,0.0588,Q1 (Low Cost),Q2
South Dakota,Corson County,2021,43.5,38281,3965,52.7,13.0,14.0,11.3,9.0,116.68,97.23,0.1667,Q2,Q2
Texas,Briscoe County,2018,15.6,42647,1546,30.0,14.2,24.8,21.2,9.9,142.6,124.55,0.1266,Q3,Q3
West Virginia,Mineral County,2019,13.8,49936,27167,28.5,20.4,20.0,14.1,17.0,139.17,119.54,0.1411,Q2,Q3
Texas,Floyd County,2017,18.2,48767,5953,30.0,17.1,15.6,22.9,14.4,127.8,114.5,0.1041,Q2,Q3
Michigan,Huron County,2019,13.0,48289,31349,29.0,16.8,20.4,13.5,20.2,140.43,115.82,0.1752,Q2,Q3
Colorado,Bent County,2015,25.6,36791,5895,35.5,26.7,12.4,18.4,7.0,137.35,125.0,0.0899,Q2,Q3
Delaware,Kent County,2009,12.4,52016,151332,31.6,17.4,25.7,12.7,12.5,135.56,109.24,0.1942,Q2,Q2
Arizona,Yuma County,2021,18.3,52563,202944,26.2,21.1,20.6,16.6,15.4,178.13,156.25,0.1228,Q4 (High Cost),Q4 (High Cost)
Virginia,Russell County,2016,17.0,38370,27973,31.1,13.0,26.7,15.5,13.8,111.67,93.33,0.1642,Q1 (Low Cost),Q1 (Low Cost)
South Dakota,Day County,2019,16.7,46679,5486,36.2,15.3,18.8,14.5,15.2,110.04,91.7,0.1667,Q1 (Low Cost),Q1 (Low Cost)
Ohio,Lorain County,2013,14.6,51816,301720,33.1,18.5,24.3,7.9,16.2,226.2,155.28,0.3135,Q4 (High Cost),Q4 (High Cost)
Texas,Coke County,2020,12.5,45072,3298,34.9,17.7,16.8,19.0,11.6,123.65,109.6,0.1136,Q2,Q2
Illinois,Champaign County,2020,19.1,53936,210006,47.6,17.2,18.4,5.4,11.5,272.23,152.88,0.4384,Q4 (High Cost),Q4 (High Cost)
Virginia,Middlesex County,2018,8.4,51917,10700,29.6,19.9,25.2,14.1,11.3,170.0,135.0,0.2059,Q3,Q3
West Virginia,Pleasants County,2018,15.5,48563,7507,28.8,18.8,17.3,14.5,20.7,126.69,105.58,0.1666,Q2,Q2
Florida,St. Lucie County,2019,13.3,52322,312947,28.7,22.0,25.1,12.3,11.9,174.63,150.0,0.141,Q3,Q4 (High Cost)
Illinois,Morgan County,2019,14.2,51437,34247,31.2,20.5,22.8,7.9,17.6,182.12,139.17,0.2358,Q4 (High Cost),Q3
Louisiana,De Soto Parish,2021,21.1,45364,26803,32.4,16.4,19.6,14.3,17.3,151.0,131.03,0.1323,Q3,Q3
Texas,Baylor County,2012,14.9,34688,3706,28.0,13.6,27.6,24.7,6.0,105.7,92.05,0.1291,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Rockbridge County,2017,15.6,53918,22440,34.3,16.8,21.4,11.0,16.5,165.0,130.0,0.2121,Q3,Q3
Georgia,Dooly County,2020,22.5,48039,13571,25.7,26.0,14.6,9.8,24.0,104.0,97.0,0.0673,Q1 (Low Cost),Q2
Georgia,Screven County,2021,17.3,43167,14028,26.5,18.7,20.9,15.6,18.3,106.25,100.0,0.0588,Q1 (Low Cost),Q2
Illinois,Perry County,2016,16.1,43308,21595,24.1,20.6,18.7,16.2,20.4,167.65,125.0,0.2544,Q3,Q3
Pennsylvania,Potter County,2019,13.5,45419,16806,30.1,18.3,16.5,12.5,22.6,160.75,126.25,0.2146,Q3,Q3
Wisconsin,La Crosse County,2018,13.2,55479,117850,37.1,19.4,22.1,6.3,15.0,206.0,165.0,0.199,Q4 (High Cost),Q4 (High Cost)
Kansas,Wichita County,2013,9.9,53018,2231,34.6,16.2,15.7,18.9,14.6,96.0,76.8,0.2,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Roanoke City,2019,20.8,44230,99229,32.1,20.7,23.6,7.4,16.2,208.33,136.67,0.344,Q4 (High Cost),Q3
Florida,Nassau County,2008,7.9,59072,68186,26.6,16.1,26.4,18.2,12.7,116.79,107.1,0.083,Q2,Q2
Iowa,Adams County,2017,11.2,49745,3785,37.4,14.3,17.0,13.1,18.3,129.49,82.78,0.3607,Q2,Q1 (Low Cost)
Louisiana,Avoyelles Parish,2021,26.5,37903,39880,29.0,28.5,18.2,14.9,9.3,129.17,102.83,0.2039,Q2,Q2
Tennessee,Chester County,2018,18.5,45667,17150,32.5,16.3,23.7,10.8,16.7,127.02,97.5,0.2324,Q2,Q2
West Virginia,Braxton County,2018,21.8,42213,14282,26.4,16.9,27.0,14.3,15.4,120.1,100.09,0.1666,Q2,Q2
Washington,Wahkiakum County,2022,13.7,59167,4476,25.9,24.8,18.7,17.4,13.2,357.31,246.15,0.3111,Q4 (High Cost),Q4 (High Cost)
Wisconsin,Monroe County,2015,15.1,50694,45274,28.0,18.3,21.5,10.4,21.8,170.0,130.0,0.2353,Q3,Q3
Kansas,Gove County,2018,11.8,48894,2619,38.8,17.2,17.9,12.3,13.8,106.8,93.6,0.1236,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Sullivan County,2020,15.5,47438,157707,35.3,17.5,23.0,9.1,15.2,198.33,145.0,0.2689,Q4 (High Cost),Q4 (High Cost)
Tennessee,Van Buren County,2020,15.1,47576,5813,27.3,23.1,13.8,8.9,26.9,129.01,94.17,0.2701,Q2,Q1 (Low Cost)
Illinois,Marion County,2019,17.7,47519,37743,25.7,21.1,19.1,8.8,25.3,166.9,125.0,0.251,Q3,Q3
Nebraska,Dodge County,2018,13.7,53101,36683,28.0,17.7,23.6,11.4,19.4,129.1,135.0,-0.0457,Q2,Q3
Virginia,Carroll County,2010,15.7,36142,29985,20.2,17.0,21.5,17.5,23.8,103.0,75.0,0.2718,Q1 (Low Cost),Q1 (Low Cost)
Wisconsin,Sheboygan County,2008,7.5,51681,114222,26.1,15.7,24.5,9.7,23.9,188.02,130.0,0.3086,Q4 (High Cost),Q3
Vermont,Chittenden County,2011,10.9,62260,155666,45.0,17.1,23.8,6.9,7.3,200.48,155.37,0.225,Q4 (High Cost),Q4 (High Cost)
Idaho,Jefferson County,2018,7.7,60162,27969,32.7,13.8,20.7,18.1,14.7,108.65,98.77,0.0909,Q1 (Low Cost),Q2
Iowa,Monona County,2018,15.7,45252,8796,28.3,17.8,22.5,16.3,15.1,145.62,93.66,0.3568,Q3,Q1 (Low Cost)
Texas,Menard County,2010,18.6,40996,2212,28.5,24.9,21.0,17.2,8.5,105.15,94.7,0.0994,Q1 (Low Cost),Q1 (Low Cost)
Pennsylvania,Franklin County,2011,8.9,51171,148239,30.4,15.8,23.4,11.3,19.2,151.5,122.5,0.1914,Q3,Q3
Texas,Grayson County,2017,14.3,52683,126146,31.1,18.7,24.6,10.8,14.7,139.65,123.4,0.1164,Q2,Q3
Alabama,Covington County,2018,18.3,40601,37351,29.4,14.0,20.8,16.0,19.8,122.59,112.83,0.0796,Q2,Q2
Georgia,Atkinson County,2022,27.5,38007,8265,27.1,14.3,14.7,17.4,26.6,108.5,103.0,0.0507,Q1 (Low Cost),Q2
Idaho,Boundary County,2017,18.3,39512,11323,26.0,22.4,20.0,14.9,16.7,118.13,107.31,0.0916,Q2,Q2
Illinois,Boone County,2008,9.9,59641,52974,25.9,9.8,27.0,11.3,26.0,191.0,120.0,0.3717,Q4 (High Cost),Q3
Kansas,Cheyenne County,2016,8.9,46058,2679,38.5,14.1,21.7,15.7,10.1,106.2,88.5,0.1667,Q1 (Low Cost),Q1 (Low Cost)
Texas,Victoria County,2016,14.7,54697,90989,28.6,17.5,25.2,14.1,14.7,117.85,107.35,0.0891,Q2,Q2
Louisiana,Sabine Parish,2017,19.6,40695,24145,29.0,16.3,19.6,18.5,16.6,117.0,95.0,0.188,Q2,Q1 (Low Cost)
Washington,Clallam County,2017,17.1,48002,73439,30.2,23.3,24.2,11.0,11.3,278.48,186.58,0.33,Q4 (High Cost),Q4 (High Cost)
Illinois,Macon County,2017,16.6,49052,107587,32.0,20.2,23.3,8.4,16.1,167.65,125.0,0.2544,Q3,Q3
Texas,Callahan County,2012,15.2,46812,13521,28.2,15.6,26.5,17.7,12.1,103.1,88.7,0.1397,Q1 (Low Cost),Q1 (Low Cost)
Iowa,Van Buren County,2016,14.5,46769,7380,28.9,14.6,20.0,14.7,21.8,125.63,79.76,0.3651,Q2,Q1 (Low Cost)
Illinois,Knox County,2020,16.7,44464,50052,32.6,18.4,20.3,9.6,19.1,239.22,141.67,0.4078,Q4 (High Cost),Q4 (High Cost)
Pennsylvania,Tioga County,2019,13.2,51324,40944,29.4,18.4,18.9,12.6,20.7,161.5,125.0,0.226,Q3,Q3
Wisconsin,Marathon County,2009,7.9,53150,129803,29.9,13.7,25.3,10.0,21.1,214.0,150.0,0.2991,Q4 (High Cost),Q4 (High Cost)
Oregon,Yamhill County,2018,13.7,59484,103820,33.5,19.3,19.5,11.4,16.3,215.75,142.43,0.3398,Q4 (High Cost),Q4 (High Cost)
Montana,Roosevelt County,2018,28.3,42904,11228,32.6,24.5,17.9,13.3,11.8,146.2,115.15,0.2124,Q3,Q3
North Dakota,Traill County,2012,10.3,46398,8105,29.4,17.8,22.7,13.1,17.0,137.86,103.26,0.251,Q2,Q2
Tennessee,Cumberland County,2020,12.5,49423,60016,27.6,15.7,22.0,10.6,24.1,129.01,94.17,0.2701,Q2,Q1 (Low Cost)
Pennsylvania,Montour County,2012,9.9,49845,18243,40.0,19.2,19.0,9.4,12.5,150.0,110.0,0.2667,Q3,Q2
Virginia,Covington City,2019,13.2,40655,5598,21.8,25.8,23.7,9.6,19.1,141.67,100.0,0.2941,Q3,Q2
Kansas,Nemaha County,2016,10.9,50400,10177,32.7,15.8,21.0,11.3,19.2,106.2,88.5,0.1667,Q1 (Low Cost),Q1 (Low Cost)
Michigan,Barry County,2014,11.2,53730,59107,30.5,15.3,21.4,12.5,20.3,155.38,105.67,0.3199,Q3,Q2
Illinois,St. Clair County,2008,14.7,47830,261409,32.5,19.7,27.5,8.5,11.8,191.0,120.0,0.3717,Q4 (High Cost),Q3
Michigan,Calhoun County,2018,16.9,47426,134473,29.7,19.4,19.8,7.8,23.3,165.67,113.44,0.3153,Q3,Q2
Minnesota,Houston County,2013,10.9,52545,18915,32.8,17.7,21.5,13.6,14.5,137.5,125.0,0.0909,Q2,Q3
Kentucky,Leslie County,2011,23.2,29050,11388,25.8,22.2,16.8,21.5,13.6,94.79,86.17,0.0909,Q1 (Low Cost),Q1 (Low Cost)
Tennessee,Davidson County,2015,18.2,48368,658506,39.8,16.7,25.8,7.0,10.7,158.0,120.0,0.2405,Q3,Q3
Washington,Pend Oreille County,2016,19.8,46036,13001,34.1,17.4,18.9,15.3,14.3,276.23,185.08,0.33,Q4 (High Cost),Q4 (High Cost)
Georgia,Butts County,2018,23.8,41845,23750,28.5,15.7,23.8,13.5,18.4,131.0,110.0,0.1603,Q2,Q2
Wisconsin,Oconto County,2011,11.6,49396,37683,27.6,14.9,21.5,13.8,22.2,177.0,110.0,0.3785,Q3,Q2
Kentucky,Magoffin County,2017,28.6,29578,12783,32.1,16.6,13.6,21.7,16.1,110.0,100.0,0.0909,Q1 (Low Cost),Q2
Ohio,Fulton County,2013,11.4,52856,42601,28.7,15.3,21.9,11.9,22.3,130.7,148.36,-0.1351,Q2,Q4 (High Cost)
South Dakota,Haakon County,2011,11.3,49432,1734,38.9,7.8,27.8,16.0,9.5,86.17,72.38,0.16,Q1 (Low Cost),Q1 (Low Cost)
Texas,Lavaca County,2010,10.5,41429,19217,28.6,13.5,21.7,15.3,20.9,103.75,93.25,0.1012,Q1 (Low Cost),Q1 (Low Cost)
Ohio,Montgomery County,2017,17.9,47045,531987,37.1,18.8,23.3,6.2,14.7,238.18,165.08,0.3069,Q4 (High Cost),Q4 (High Cost)
Tennessee,Gibson County,2019,15.8,43171,49228,29.2,17.3,22.4,9.1,22.0,128.01,95.83,0.2514,Q2,Q2
Iowa,Henry County,2018,10.8,52428,19926,30.0,18.5,18.0,9.7,23.8,154.8,102.2,0.3398,Q3,Q2
Maryland,Worcester County,2013,10.9,57952,51479,34.7,21.6,25.8,10.9,7.0,172.54,126.7,0.2657,Q3,Q3
North Dakota,Sioux County,2020,32.9,41893,4339,37.3,29.6,17.7,10.7,4.7,168.46,122.95,0.2702,Q3,Q3
Washington,Lincoln County,2016,14.8,47676,10326,35.1,18.7,19.5,17.4,9.3,276.23,185.08,0.33,Q4 (High Cost),Q4 (High Cost)
Wisconsin,Manitowoc County,2008,7.9,49867,80753,26.9,16.4,20.2,10.4,26.2,140.0,130.0,0.0714,Q2,Q3
Minnesota,Todd County,2017,13.0,49213,24423,28.3,15.2,18.4,13.6,24.6,168.0,120.0,0.2857,Q3,Q3
Georgia,McIntosh County,2015,21.3,42988,14007,22.8,18.7,28.5,9.5,20.5,92.75,83.0,0.1051,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Washington County,2019,14.6,48495,54071,34.4,18.8,19.7,8.4,18.6,116.67,103.33,0.1143,Q2,Q2
Tennessee,Sequatchie County,2017,14.4,51312,14654,30.3,18.2,22.8,12.7,16.1,125.0,95.0,0.24,Q2,Q1 (Low Cost)
Michigan,Van Buren County,2018,15.5,52351,75272,28.4,18.8,20.0,12.9,20.0,164.04,109.36,0.3333,Q3,Q2
West Virginia,Wood County,2018,16.7,45958,85556,34.5,18.9,24.6,9.0,13.0,148.26,123.55,0.1667,Q3,Q3
Minnesota,Mille Lacs County,2016,11.8,51232,25788,27.7,18.7,20.6,14.8,18.2,206.0,127.0,0.3835,Q4 (High Cost),Q3
Texas,Hutchinson County,2020,13.0,57921,21105,26.5,16.9,19.8,13.3,23.5,154.8,134.9,0.1286,Q3,Q3
Kansas,Barber County,2018,15.6,50613,4733,29.0,16.7,18.2,16.1,20.0,106.8,93.6,0.1236,Q1 (Low Cost),Q1 (Low Cost)
Minnesota,Sibley County,2013,11.8,54017,15146,30.4,15.6,17.8,13.8,22.4,137.5,137.5,0.0,Q2,Q3
West Virginia,Kanawha County,2013,14.1,46085,192311,37.3,17.5,27.2,8.5,9.5,155.43,111.02,0.2857,Q3,Q2
Wisconsin,Wood County,2015,11.0,48961,74012,30.4,16.5,22.7,10.0,20.4,165.0,140.0,0.1515,Q3,Q3
Virginia,Tazewell County,2019,17.5,42099,41603,30.6,18.0,22.2,14.5,14.7,120.0,103.33,0.1389,Q2,Q2
Montana,Teton County,2021,13.9,60431,6173,38.0,18.3,16.6,16.5,10.6,223.36,174.68,0.2179,Q4 (High Cost),Q4 (High Cost)
Vermont,Essex County,2021,14.7,48194,5972,34.2,19.6,17.6,12.9,15.7,305.59,193.74,0.366,Q4 (High Cost),Q4 (High Cost)
Texas,Marion County,2022,15.7,48040,9668,26.6,18.7,24.9,10.7,19.1,124.0,114.0,0.0806,Q2,Q2
Wisconsin,Brown County,2008,10.0,53370,242863,32.0,15.6,27.0,9.4,16.1,214.0,140.0,0.3458,Q4 (High Cost),Q3
Wisconsin,Oneida County,2018,8.6,54198,35345,31.1,18.9,23.2,10.8,16.0,185.0,140.0,0.2432,Q4 (High Cost),Q3
Ohio,Richland County,2020,13.7,49186,121043,29.7,18.6,20.7,8.0,23.1,158.72,148.0,0.0675,Q3,Q4 (High Cost)
Oklahoma,Blaine County,2019,12.2,45792,9556,32.2,18.0,19.2,13.9,16.7,155.64,114.34,0.2654,Q3,Q3
Texas,Leon County,2019,17.6,43045,17225,25.6,20.1,20.2,20.0,14.1,162.8,141.65,0.1299,Q3,Q4 (High Cost)
Ohio,Ottawa County,2011,10.2,53614,41508,28.7,17.1,23.5,12.7,18.1,151.94,139.1,0.0845,Q3,Q3
North Dakota,Mountrail County,2011,14.7,56593,7482,33.3,21.8,21.8,13.5,9.5,126.54,96.1,0.2406,Q2,Q2
Kansas,Jackson County,2011,9.5,54440,13374,30.5,19.8,24.6,12.1,12.9,82.4,74.4,0.0971,Q1 (Low Cost),Q1 (Low Cost)
Mississippi,George County,2013,18.6,43958,22757,25.8,11.1,20.2,26.3,16.7,97.39,82.34,0.1545,Q1 (Low Cost),Q1 (Low Cost)
Pennsylvania,Lawrence County,2016,14.3,45764,88528,30.9,19.4,22.7,10.3,16.6,175.0,125.0,0.2857,Q3,Q3
Arkansas,Chicot County,2020,28.2,33523,10433,28.2,18.1,17.7,10.7,25.3,101.25,91.25,0.0988,Q1 (Low Cost),Q1 (Low Cost)
Illinois,St. Clair County,2010,15.5,48562,266727,33.2,20.1,26.5,8.1,12.1,207.55,125.0,0.3977,Q4 (High Cost),Q3
Ohio,Washington County,2018,15.1,48572,60671,30.6,18.6,21.8,12.1,16.9,143.88,140.99,0.0201,Q3,Q4 (High Cost)
Tennessee,Gibson County,2018,17.1,41886,49175,30.2,17.1,22.4,9.3,21.0,127.02,97.5,0.2324,Q2,Q2
Florida,Walton County,2018,14.7,53785,65858,37.0,20.9,24.0,11.0,7.2,175.94,137.5,0.2185,Q3,Q3
Alabama,Pickens County,2020,24.7,40362,20049,29.9,14.4,18.1,11.7,25.9,124.43,96.54,0.2241,Q2,Q2
Wisconsin,Chippewa County,2015,10.1,52109,63209,29.5,16.7,21.8,10.6,21.4,205.0,135.0,0.3415,Q4 (High Cost),Q3
Florida,Manatee County,2017,13.4,53408,363542,33.1,20.7,26.9,9.7,9.6,176.15,151.67,0.139,Q3,Q4 (High Cost)
North Carolina,Davie County,2015,12.7,51527,41447,34.3,15.0,24.6,9.3,16.9,159.59,117.98,0.2607,Q3,Q3
Oregon,Multnomah County,2012,17.1,51582,737110,41.7,17.7,23.2,5.9,11.5,223.15,129.23,0.4209,Q4 (High Cost),Q3
Illinois,Cass County,2018,13.5,51997,12665,23.1,17.2,19.8,11.9,28.0,167.65,125.0,0.2544,Q3,Q3
Minnesota,Carlton County,2015,13.7,53227,35443,30.9,23.3,20.1,10.2,15.5,182.5,150.0,0.1781,Q4 (High Cost),Q4 (High Cost)
Illinois,Scott County,2008,8.1,47273,5271,26.8,16.4,24.9,14.7,17.1,135.65,95.0,0.2997,Q2,Q1 (Low Cost)
Pennsylvania,Washington County,2011,10.2,51965,207451,33.3,18.4,25.2,10.0,13.2,197.5,166.25,0.1582,Q4 (High Cost),Q4 (High Cost)
Tennessee,Lawrence County,2019,17.0,43614,43390,27.6,17.0,18.2,12.1,25.0,128.01,95.83,0.2514,Q2,Q2
Wisconsin,Fond du Lac County,2012,9.6,53399,101577,27.0,17.6,21.7,10.7,23.0,189.0,125.0,0.3386,Q4 (High Cost),Q3
Michigan,Kalkaska County,2021,15.9,50363,17813,23.7,19.6,23.1,15.6,17.9,118.54,147.12,-0.2411,Q2,Q4 (High Cost)
Montana,Pondera County,2022,21.6,59861,5987,38.5,21.0,17.2,12.1,11.1,217.67,175.7,0.1928,Q4 (High Cost),Q4 (High Cost)
Nebraska,Hall County,2017,13.5,53807,61233,26.3,16.4,22.7,11.5,23.1,133.2,110.0,0.1742,Q2,Q2
Oklahoma,Washington County,2016,14.4,50038,51892,35.8,18.2,24.0,10.2,11.8,161.88,118.82,0.266,Q3,Q3
Tennessee,Loudon County,2018,11.9,56078,51610,29.2,18.4,20.9,10.8,20.8,185.0,135.0,0.2703,Q4 (High Cost),Q3
Georgia,McIntosh County,2022,20.3,51262,11183,24.9,22.5,26.7,11.8,14.2,108.5,103.0,0.0507,Q1 (Low Cost),Q2
North Carolina,Carteret County,2018,11.6,54428,68920,35.3,20.2,22.4,12.4,9.7,173.77,149.99,0.1368,Q3,Q4 (High Cost)
Texas,Sutton County,2015,8.4,51667,3966,25.8,14.6,14.5,26.8,18.3,110.0,96.9,0.1191,Q1 (Low Cost),Q2
Washington,Asotin County,2017,13.5,47483,22259,30.0,19.5,27.3,11.1,12.1,229.5,181.38,0.2097,Q4 (High Cost),Q4 (High Cost)
Kansas,Harper County,2016,13.7,46886,5798,31.4,14.5,25.4,13.3,15.5,106.2,88.5,0.1667,Q1 (Low Cost),Q1 (Low Cost)
Mississippi,Hancock County,2017,17.2,47518,46277,34.2,18.3,23.3,13.7,10.6,103.21,70.2,0.3198,Q1 (Low Cost),Q1 (Low Cost)
Alabama,Jefferson County,2011,16.2,45750,657486,36.4,16.2,28.1,8.0,11.4,123.06,104.78,0.1485,Q2,Q2
Georgia,Pierce County,2021,17.9,50820,19644,26.6,12.8,22.9,13.2,24.5,106.25,100.0,0.0588,Q1 (Low Cost),Q2
Maryland,Dorchester County,2015,16.5,47093,32534,31.4,20.7,22.2,11.3,14.5,173.78,124.97,0.2809,Q3,Q3
Alabama,Limestone County,2013,14.7,48619,85264,33.4,15.2,23.1,11.6,16.7,116.62,106.76,0.0845,Q2,Q2
Minnesota,Brown County,2016,8.0,53319,25327,31.4,16.8,21.4,11.9,18.5,190.0,110.0,0.4211,Q4 (High Cost),Q2
Arkansas,Cleburne County,2021,15.1,48400,24848,26.7,18.7,21.7,14.9,18.1,102.5,92.5,0.0976,Q1 (Low Cost),Q1 (Low Cost)
Virginia,Waynesboro City,2016,16.0,45097,21366,28.7,20.1,25.6,8.4,17.2,166.67,131.67,0.21,Q3,Q3
Washington,Jefferson County,2020,13.6,57693,31825,34.9,20.6,21.2,12.1,11.2,302.69,215.39,0.2884,Q4 (High Cost),Q4 (High Cost)
Wisconsin,Grant County,2020,15.1,54144,51570,33.1,16.3,20.0,12.1,18.5,180.0,137.5,0.2361,Q4 (High Cost),Q3
Illinois,Peoria County,2014,17.0,51454,187197,38.5,17.9,24.5,7.1,12.0,232.45,143.75,0.3816,Q4 (High Cost),Q4 (High Cost)
Michigan,Eaton County,2009,8.6,54858,106894,31.7,16.5,27.0,8.3,16.5,135.26,115.93,0.1429,Q2,Q3
North Dakota,Richland County,2016,9.9,58125,16329,32.4,17.2,17.3,15.0,18.2,132.28,94.99,0.2819,Q2,Q1 (Low Cost)
North Carolina,Perquimans County,2018,15.5,45915,13459,31.9,19.9,18.9,12.7,16.6,179.99,108.69,0.3961,Q4 (High Cost),Q2
South Carolina,Clarendon County,2022,19.5,48677,31163,27.0,19.2,23.6,12.7,17.5,117.21,133.88,-0.1422,Q2,Q3
Colorado,Yuma County,2015,14.5,43105,10185,28.3,14.7,22.4,25.0,9.6,137.35,125.0,0.0899,Q2,Q3
Maine,Aroostook County,2019,16.1,41123,67809,30.8,18.9,21.5,12.7,16.1,168.33,111.67,0.3366,Q3,Q2
Ohio,Ross County,2015,19.3,43345,77334,27.0,19.6,23.0,8.8,21.5,141.63,133.35,0.0585,Q3,Q3
Alabama,Autauga County,2009,10.3,51463,49584,29.5,15.8,28.8,11.9,14.0,105.11,87.39,0.1686,Q1 (Low Cost),Q1 (Low Cost)
Florida,Hernando County,2020,14.4,50280,190700,32.5,20.8,24.7,10.5,11.6,157.08,140.0,0.1087,Q3,Q3
Wisconsin,Wood County,2014,11.2,48241,74261,30.1,16.9,22.6,10.2,20.2,175.0,150.0,0.1429,Q3,Q4 (High Cost)
Oklahoma,Tulsa County,2013,15.9,48181,609610,35.4,17.1,26.2,9.9,11.4,176.18,129.09,0.2673,Q3,Q3
Pennsylvania,Westmoreland County,2011,10.0,48979,365438,34.0,16.8,24.5,9.3,15.5,177.0,152.5,0.1384,Q3,Q4 (High Cost)
Wisconsin,Ashland County,2020,16.1,47869,15524,28.1,21.4,20.6,13.5,16.4,190.13,145.0,0.2374,Q4 (High Cost),Q4 (High Cost)
Kentucky,Johnson County,2021,20.5,41489,22794,36.6,18.7,18.4,8.8,17.5,112.69,83.23,0.2614,Q1 (Low Cost),Q1 (Low Cost)
Texas,Dallas County,2014,19.3,49925,2448943,33.2,18.2,24.7,11.2,12.7,145.55,122.45,0.1587,Q3,Q3
Virginia,Augusta County,2011,8.6,51719,73526,28.6,15.3,25.1,11.2,19.9,145.0,125.0,0.1379,Q3,Q3
California,Nevada County,2015,12.7,56521,98570,39.1,21.6,23.0,9.3,7.0,265.99,174.92,0.3424,Q4 (High Cost),Q4 (High Cost)
South Carolina,Richland County,2019,16.2,54767,411357,40.0,18.4,24.0,5.7,11.9,170.81,124.5,0.2711,Q3,Q3
Kansas,Harper County,2019,16.1,49865,5594,25.9,16.9,21.7,17.4,18.1,104.0,94.8,0.0885,Q1 (Low Cost),Q1 (Low Cost)
South Dakota,Potter County,2018,7.1,53600,2326,35.1,16.1,20.7,16.4,11.6,106.72,88.94,0.1666,Q1 (Low Cost),Q1 (Low Cost)
Texas,Hutchinson County,2012,13.8,46677,21992,25.6,16.3,25.2,16.6,16.4,116.85,100.8,0.1374,Q2,Q2
Illinois,Henderson County,2012,10.4,49612,7275,29.1,14.7,21.4,13.5,21.4,155.0,105.0,0.3226,Q3,Q2
Pennsylvania,Philadelphia County,2015,26.4,38253,1555072,36.0,24.0,23.7,5.6,10.7,225.0,191.25,0.15,Q4 (High Cost),Q4 (High Cost)
Washington,Grant County,2019,14.8,55556,95502,28.6,15.6,14.0,24.9,17.0,193.0,182.77,0.053,Q4 (High Cost),Q4 (High Cost)
Kentucky,Carlisle County,2021,19.7,42386,4821,27.5,19.1,19.8,11.6,22.1,124.19,113.61,0.0852,Q2,Q2
South Dakota,Perkins County,2021,10.8,59432,2977,42.1,13.5,16.7,16.6,11.1,116.68,97.23,0.1667,Q2,Q2
Kentucky,Grayson County,2021,23.7,40839,26351,27.3,14.9,18.1,15.6,24.1,157.21,122.23,0.2225,Q3,Q3
